,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,qty_3drs_6ft,3drs/6',int,,,,,user,y,,,y,,,user,y,,,y,,,user,y,,-,y,,,user,y,,-,y,,,,,,,,,,
,qty_4drs_8ft,4drs/8',int,,,,,user,y,,,y,,,user,y,,,y,,,user,y,,-,y,,,user,y,,-,y,,,,,,,,,,
,qty_5drs_12ft,5drs/12',int,,,,,user,y,,,y,,,user,y,,,y,,,user,y,,-,y,,,user,y,,-,y,,,,,,,,,,
,walk_in_length,L,int,,,,,,,y,,y,,,,,y,,y,,,,,y,-,y,,,,,y,-,y,,,,,,,,,,
,walk_in_width,W,int,,,,,,,y,,y,,,,,y,,y,,,,,y,-,y,,,,,y,-,y,,,,,,,,,,
,walk_in_height,H,int,,,,,,,y,,y,,,,,y,,y,,,,,y,-,y,,,,,y,-,y,,,,,,,,,,
,application,Application,combo,,,,,user,y,y,user,y,y,,user,y,y,user,y,y,,user,y,y,-,y,y,,user,y,y,-,y,y,,,,,,,,,
,lshx,LSHX,checkbox,,,,,,,y,,y,,,,,y,,y,,,,,,-,y,,,,,,-,y,,,,,,,,,,
,heat_exchanger_model,Heat Exch. Model,text,,,,,,,y,,y,,,,,y,,y,,,,,,-,y,,,,,,-,y,,,,,,,,,,
,expansion_valve,Expan. Valve,text,,,,,,,y,,y,,,,,y,,y,,,,,y,-,y,,,,,,-,y,,,,,,,,,,
,distributer_nozzle,Distr. Nozzle,text,,,,,,,y,,y,,,,,y,,y,,,,,y,-,y,,,,,,-,y,,,,,,,,,,
,circuit_load,Circuit Load (MBH),float,,,,,y,y,y,ref,y,,,y,y,y,ref,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,evap_temp,Evap. Temp.,int,,,,,y,y,y,ref,y,,,y,y,y,ref,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,suct_temp,Suct. Temp.,int,,,,,y,y,y,ref,y,,,y,y,y,ref,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,case_room_temp,Case/Room Temp.,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,evap_pres_reg,EPR,text,,,,,,,,,y,y,,user,y,y,,y,y,,,,,-,y,y,,,,,-,y,y,,,,,,,,,
,suct_valve_delta,Suct. Valve ?P,float,,,,,,,,,y,,,user,y,y,,y,,,,,,-,y,,,,,,-,y,,,,,,,,,,
,liq_line_sol_valve,LLSV,text,,,,,,,y,,y,y,,user,y,y,,y,y,,,,,-,y,y,,,,,-,y,y,,,,,,,,,
,auto_flow_balance_valve,ABV,text,,,,,,,,,y,y,,,,,,y,y,,,,,-,y,y,,,,y,-,y,y,,,,,,,,,
,supply_line_soneloid_valve,SLSV,text,,,,,,,,,y,y,,,,,,y,y,,,,y,-,y,y,,,,y,-,y,y,,,,,,,,,
,defrost_type,Defrost Type,combo,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,defrost_amps,Defrost Amps,float,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,defrost_volts,Defrost Volts,text,,,,,user,y,y,,y,,,user,y,y,,y,,,user,y,y,-,y,,,user,y,y,-,y,,,,,,,,,,
,fan_amps,Fan Amps,float,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,fan_volts,Fan Volts,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,lights,Lights,text,,,,,y,y,,,y,,,y,y,,,y,,,y,y,,-,y,,,y,y,,-,y,,,,,,,,,,
,anti_sweat,Anti-Sweat,text,,,,,y,y,,,y,,,y,y,,,y,,,y,y,,-,y,,,y,y,,-,y,,,,,,,,,,
,refrig_charge,Refrig. Charge,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,wm_equip_tag,WM Equip. Tag,text,,,,,y,y,,ref,y,,,y,y,,ref,y,,,y,y,,-,y,,,y,y,,-,y,,,,,,,,,,
,num_sub_ckts*,# Sub-CKTs,int,,,,,y,y,y,user,y,,,y,y,y,user,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,main_circuit*,Main Circuit,text,,,,,y,y,y,ref,y,,,y,y,y,ref,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,sub_circuit_load*,Sub-Circuit Load (MBH),float,,,,,y,y,y,ref,y,,,y,y,y,ref,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,suction_group*,Suction Group,combo,,"1, 2 or 3",,,y,y,y,user,y,y,,y,y,y,user,y,y,,y,y,y,-,y,y,,y,y,y,-,y,y,,,,,,,,,
,location*,Location of valves,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,const_phase,Construction Phase Sequence,int,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,flow,Flow (GPM),float,,,,,,,,ref,y,,,,,,ref,y,,,,,,-,y,,,y,y,,-,y,,,,,,,,,,
,circulation_rate,Circulation Rate,float,,,,,,,,,y,,,,,,,y,,,y,y,y,-,y,,,,,,-,y,,,,,,,,,,
,comments,Comments,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
,equip_number,Equip Number,text,,,,,y,y,y,,y,,,y,y,y,,y,,,y,y,y,-,y,,,y,y,y,-,y,,,,,,,,,,
